"id","title","speech_title","speaker_name"
"o8Hg5TtT-OQ","How to Find Humor in Life's Absurdity | Maira Kalman | TED","How to Find Humor in Life's Absurdity","Maira Kalman"
"2ohQatXCS2Y","A Playbook for Financing Climate Solutions | Nili Gilbert and David Blood | TED","A Playbook for Financing Climate Solutions","Nili Gilbert and David Blood"
"TiyBdAvnLCw","Democracy Works — We Just Need Better Leaders | Lindiwe Mazibuko | TED","Democracy Works — We Just Need Better Leaders","Lindiwe Mazibuko"
"zIXuLsXwsWs","The Science Behind How Sickness Shapes Your Mood | Keely Muscatell | TED","The Science Behind How Sickness Shapes Your Mood","Keely Muscatell"
"bwEIqjU2qgk","How to Harness Abundant, Clean Energy for 10 Billion People | Julio Friedmann | TED","How to Harness Abundant, Clean Energy for 10 Billion People","Julio Friedmann"
"s_gjrvhPKt0","Can We Hack Photosynthesis to Feed the World? | Steve Long | TED","Can We Hack Photosynthesis to Feed the World?","Steve Long"
"Wwje8jDjm5Q","Life on the Frontlines of War Reporting | Jane Ferguson | TED","Life on the Frontlines of War Reporting","Jane Ferguson"
"HJtbtEn0-uk","The Case for a New Great Migration in the US | Charles M. Blow | TED","The Case for a New Great Migration in the US","Charles M. Blow"
"HWj54Wt7uY4","Meet Methane, the Invisible Climate Villain | Marcelo Mena | TED","Meet Methane, the Invisible Climate Villain","Marcelo Mena"
"k_Xr0oGW_h4","Why You Shouldn’t Trust Boredom | Kevin H. Gary | TED","Why You Shouldn’t Trust Boredom","Kevin H. Gary"
"oIAQcvewgTg","A Crash Course in Making Political Change | Katie Fahey | TED","A Crash Course in Making Political Change","Katie Fahey"
"fojPLOE150c","When Biden Met Xi (and What's Going On with the US and China) | Ian Bremmer | TED","When Biden Met Xi (and What's Going On with the US and China)","Ian Bremmer"
"SEkGLj0bwAU","The Exciting, Perilous Journey Toward AGI | Ilya Sutskever | TED","The Exciting, Perilous Journey Toward AGI","Ilya Sutskever"
"BJtmffAQdlo","The Secret Perks of Driving Electric | Cynthia Williams | TED","The Secret Perks of Driving Electric","Cynthia Williams"
"xyaf_GmVNzo","The Real Gold of Our Economy Is in Our Hands | Salvatore Cali | TED","The Real Gold of Our Economy Is in Our Hands","Salvatore Cali"
"3Z1wAag8z54","Are You Really As Good at Something As You Think? | Robin Kramer | TED","Are You Really As Good at Something As You Think?","Robin Kramer"
"jN-Atdqqpgw","Why You Should Ditch Deadly Fossil-Fuel Appliances | Donnel Baird | TED","Why You Should Ditch Deadly Fossil-Fuel Appliances","Donnel Baird"
"iYDVJTPwGHE","An Alternative to the “Midlife Crisis” | Chip Conley | TED","An Alternative to the “Midlife Crisis”","Chip Conley"
"neipUPkQZBA","The Unexpected Way Spirituality Connects to Climate Change | Gopal D. Patel | TED","The Unexpected Way Spirituality Connects to Climate Change","Gopal D. Patel"
"T8jz74FTUNU","Returning to School Mid-Career? Here’s What You Need To Know | Candice Neveu | TED","Returning to School Mid-Career? Here’s What You Need To Know","Candice Neveu"
"D2o7e4_IVbs","It’s Time To Rethink the Role of First Lady | Irina Karamanos Adrian | TED","It’s Time To Rethink the Role of First Lady","Irina Karamanos Adrian"
"WX_vN1QYgmE","The Dark Side of Competition in AI | Liv Boeree | TED","The Dark Side of Competition in AI","Liv Boeree"
"tWIMlXFk0bs","Photographing Nature Beyond the Limits of Human Perception | Doris Mitsch | TED","Photographing Nature Beyond the Limits of Human Perception","Doris Mitsch"
"QO3nY_u6hos","Is Technology Our Savior — or Our Slayer? | Ruha Benjamin | TED","Is Technology Our Savior — or Our Slayer?","Ruha Benjamin"
"n3eROozZg10","Artificial Skin? We Made It — Here's Why | Anna Maria Coclite | TED","Artificial Skin? We Made It — Here's Why","Anna Maria Coclite"
"eXdVDhOGqoE","AI Is Dangerous, but Not for the Reasons You Think | Sasha Luccioni | TED","AI Is Dangerous, but Not for the Reasons You Think","Sasha Luccioni"
"Rr7iEH3eeQo","The Powerful Possibilities of Recycling the World's Batteries | Emma Nehrenheim | TED","The Powerful Possibilities of Recycling the World's Batteries","Emma Nehrenheim"
"xUNx_PxNHrY","How to Keep AI Under Control | Max Tegmark | TED","How to Keep AI Under Control","Max Tegmark"
"hUPrUJ4F_Ro","The Power of Unconventional Thinking | David McWilliams | TED","The Power of Unconventional Thinking","David McWilliams"
"fLMZAHyrpyo","How to Think Computationally About AI, the Universe and Everything | Stephen Wolfram | TED","How to Think Computationally About AI, the Universe and Everything","Stephen Wolfram"
"f4m65_6sifs","How Comedy Helps Us Deal with Hard Truths | Roy Wood Jr. | TED","How Comedy Helps Us Deal with Hard Truths","Roy Wood Jr."
"oQ7x0OJEPNM","My Quest to End the Horror of Gun Violence in the US | Lucy McBath | TED","My Quest to End the Horror of Gun Violence in the US","Lucy McBath"
"CEHKGV9qotM","A Simple Way to Inspire Your Team | David Burkus | TED","A Simple Way to Inspire Your Team","David Burkus"
"P6FORpg0KVo","How to Make Learning as Addictive as Social Media | Duolingo's Luis Von Ahn | TED","How to Make Learning as Addictive as Social Media","Duolingo's Luis Von Ahn"
"w7n1oYtMdEY","A Cleaner World Could Start in a Rice Field | Jim Whitaker and Jessica Whitaker Allen | TED","A Cleaner World Could Start in a Rice Field","Jim Whitaker and Jessica Whitaker Allen"
"lpCPRE3oSTE","The Ordinary People Doing Extraordinary Things in Ukraine | Oleksandra Matviichuk | TED","The Ordinary People Doing Extraordinary Things in Ukraine","Oleksandra Matviichuk"
"H8kr_V3fEGA","Let’s Reframe Cancel Culture | Sarah Jones | TED","Let’s Reframe Cancel Culture","Sarah Jones"
"WCmeOccXRq8","The Joy of Learning Random Things on Wikipedia | Annie Rauwerda | TED","The Joy of Learning Random Things on Wikipedia","Annie Rauwerda"
"HEkmWdapz4c","Unions for Climate Action! | Payton M. Wilkins | TED","Unions for Climate Action!","Payton M. Wilkins"
"tPlQGy-9hSI","What Does ""Wealth"" Mean to You? | Aisha Nyandoro | TED","What Does ""Wealth"" Mean to You?","Aisha Nyandoro"
"RB0zvhRZu-0","We Actually Have a Shot at Stopping the Climate Crisis | Asmeret Asefaw Berhe | TED","We Actually Have a Shot at Stopping the Climate Crisis","Asmeret Asefaw Berhe"
"NRv7r5aKgOc","""Miles from Any Shoreline"" | Sarah Kay | TED","""Miles from Any Shoreline""","Sarah Kay"
"WMtyJw4NED8","Work Has Changed. Why Haven’t Resumes? | Nicos Marcou | TED","Work Has Changed. Why Haven’t Resumes?","Nicos Marcou"
"l4Lq7gaKW4A","Lessons from My Father, Alexey Navalny | Dasha Navalnaya |  TED","Lessons from My Father, Alexey Navalny","Dasha Navalnaya"
"B8dBA3klR0o","The Tech We Need to Fight Workplace Ageism | Piyachart Phiromswad | TED","The Tech We Need to Fight Workplace Ageism","Piyachart Phiromswad"
"McX2ZovIrCg","3 Practices for Wisdom and Wholeness | Krista Tippett | TED","3 Practices for Wisdom and Wholeness","Krista Tippett"
"wQmBsbt9blg","The Israel-Hamas War — and What It Means for the World | Ian Bremmer | TED","The Israel-Hamas War — and What It Means for the World","Ian Bremmer"
"xnPaaxytfGs","How to Fix Fashion and Protect the Planet | Amy Powney | TED","How to Fix Fashion and Protect the Planet","Amy Powney"
"e1AibqnDvEk","How Business Can Drive Solutions to Social Problems | Carlos Rodríguez-Pastor | TED","How Business Can Drive Solutions to Social Problems","Carlos Rodríguez-Pastor"
"yRWf28j7yVQ","The Encyclopedia of Invisibility — A Home for Lost Stories | Tavares Strachan | TED","The Encyclopedia of Invisibility — A Home for Lost Stories","Tavares Strachan"
"xzSpuLJoEes","10 Lessons I Learned From Being a Nerd | Jordan Dinwiddie | TED","10 Lessons I Learned From Being a Nerd","Jordan Dinwiddie"
"PImDVT8fb-I","The Truth About Human Population Decline | Jennifer D. Sciubba | TED","The Truth About Human Population Decline","Jennifer D. Sciubba"
"7_3XJhFBvEk","This Country Runs on 98 Percent Renewable Electricity | Ramón Méndez Galain | TED","This Country Runs on 98 Percent Renewable Electricity","Ramón Méndez Galain"
"n0J1zCHURsQ","The World’s Rarest Diseases — And How They Impact Everyone | Anna Greka | TED","The World’s Rarest Diseases — And How They Impact Everyone","Anna Greka"
"h1yJYnCbNHM","Why I Gave My Teenage Daughter a Vibrator | Robin Buckley | TED","Why I Gave My Teenage Daughter a Vibrator","Robin Buckley"
"HANo__Z8K6s","CRISPR's Next Advance Is Bigger Than You Think | Jennifer Doudna | TED","CRISPR's Next Advance Is Bigger Than You Think","Jennifer Doudna"
"JFjv971_NZM","How I Found Myself — By Impersonating Other People | Melissa Villaseñor | TED","How I Found Myself — By Impersonating Other People","Melissa Villaseñor"
"Kl3VVrggKz4","Are We the Last Generation — or the First Sustainable One? | Hannah Ritchie | TED","Are We the Last Generation — or the First Sustainable One?","Hannah Ritchie"
"Bh8dnw67rE0","The Simple Solution to Fast Fashion | Josephine Philips | TED","The Simple Solution to Fast Fashion","Josephine Philips"
"RNhbqQefPSg","Can AI Help Solve the Climate Crisis? | Sims Witherspoon | TED","Can AI Help Solve the Climate Crisis?","Sims Witherspoon"
"RX8jJ9dfMuQ","How to Supercharge Renewables and Energize the World | Rebecca Collyer | TED","How to Supercharge Renewables and Energize the World","Rebecca Collyer"
"YOHpH4ZExWQ","An Economy Powered by Sun and Wind — It’s Almost Here | Kala Constantino | TED","An Economy Powered by Sun and Wind — It’s Almost Here","Kala Constantino"
"k7P9v9NB7fU","How to Solve the World’s Biggest Problems | Natalie Cargill |  TED","How to Solve the World’s Biggest Problems","Natalie Cargill"
"dz7ccdJ1JfU","An Extreme Weather Report From America’s Weatherman | Al Roker | TED","An Extreme Weather Report From America’s Weatherman","Al Roker"
"07biEb3rCa0","Can the US and China Take On Climate Change Together? | Changhua Wu | TED","Can the US and China Take On Climate Change Together?","Changhua Wu"
"PHpPtdk9rco","The Single Most Important Parenting Strategy | Becky Kennedy | TED","The Single Most Important Parenting Strategy","Becky Kennedy"
"cCGoITBH2IU","Does More Freedom at Work Mean More Fulfillment? | Sarah Aviram | TED","Does More Freedom at Work Mean More Fulfillment?","Sarah Aviram"
"3VEkzweBJPM","Birds Aren’t Real? How a Conspiracy Takes Flight | Peter McIndoe | TED","Birds Aren’t Real? How a Conspiracy Takes Flight","Peter McIndoe"
"gY5GA_L9NXM","Our Creative Relationship With AI Is Just Beginning | K Allado-McDowell | TED","Our Creative Relationship With AI Is Just Beginning","K Allado-McDowell"
"41fjuqBaUt4","How to Take the BS Out of Business Speak | Bob Wiltfong | TED","How to Take the BS Out of Business Speak","Bob Wiltfong"
"AA4N5ZFefqs","Why You Should Stop Setting Goals (Yes, Really) | Emmanuel Acho | TED","Why You Should Stop Setting Goals (Yes, Really)","Emmanuel Acho"
"5SpaXqAQ4Wo","How to Hack Your Brain When You're in Pain | Amy Baxter | TED","How to Hack Your Brain When You're in Pain","Amy Baxter"
"r2_VWdjxchY","How “Digital Twins” Could Help Us Predict the Future | Karen Willcox | TED","How “Digital Twins” Could Help Us Predict the Future","Karen Willcox"
"oCgewIIKbSA","How Labor Unions Create Worker Power | How to Be a Better Human | TED","How Labor Unions Create Worker Power","How to Be a Better Human"
"eZsVDMsBTCQ","The AI-Powered Tools Supercharging Your Imagination | Bilawal Sidhu | TED","The AI-Powered Tools Supercharging Your Imagination","Bilawal Sidhu"
"mvRoOyY40yI","Why Rivals Are Working Together to Transform Shipping | Bo Cerup-Simonsen | TED","Why Rivals Are Working Together to Transform Shipping","Bo Cerup-Simonsen"
"MeSJjSJB8hs","The First-Ever Cargo Ship Powered By Green Fuel | Morten Bo Christiansen | TED","The First-Ever Cargo Ship Powered By Green Fuel","Morten Bo Christiansen"
"IPvR43dRmRY","The Dream of Digital Ownership, Powered by the Metaverse | Yat Siu | TED","The Dream of Digital Ownership, Powered by the Metaverse","Yat Siu"
"nEtATZePGmg","The ""Adjacent Possible"" – and How It Explains Human Innovation | Stuart Kauffman | TED","The ""Adjacent Possible"" – and How It Explains Human Innovation","Stuart Kauffman"
"iz7diOuaTos","How AI Art Could Enhance Humanity’s Collective Memory | Refik Anadol | TED","How AI Art Could Enhance Humanity’s Collective Memory","Refik Anadol"
"Vue9SlKTaTg","What’s It like to Be a Giant Sequoia Tree? | Ersin Han Ersin | TED","What’s It like to Be a Giant Sequoia Tree?","Ersin Han Ersin"
"24wBKuU2rfE","The Molecular Love Story That Could Help Power the World | Olivia Breese | TED","The Molecular Love Story That Could Help Power the World","Olivia Breese"
"b2tcLJWNTWM","How to Meet Your Child's Difficult Behavior with Compassion | Yvonne Newbold | TED","How to Meet Your Child's Difficult Behavior with Compassion","Yvonne Newbold"
"8MyHLz6Spoc","The Climate Crisis Is Expensive – Here’s Who Should Pay for It | Avinash Persaud | TED","The Climate Crisis Is Expensive – Here’s Who Should Pay for It","Avinash Persaud"
"nh4N5GBB390","Why Real Change Is About More Than Just Going Viral | Taylor Cassidy | TED","Why Real Change Is About More Than Just Going Viral","Taylor Cassidy"
"XqUOgqlZ8bc","A Mysterious Design That Appears Across Millennia | Terry Moore | TED","A Mysterious Design That Appears Across Millennia","Terry Moore"
"Yilgr2SJ3xQ","Is the US Headed Towards Another Civil War? | Barbara F. Walter | TED","Is the US Headed Towards Another Civil War?","Barbara F. Walter"
"Ay92O1lUfqI","""Say What!"" / ""Nervous"" | Tolliver | TED","""Say What!"" / ""Nervous""","Tolliver"
"uA70ZGCC1f4","In the Age of AI Art, What Can Originality Look Like? | Eileen Isagon Skyers | TED","In the Age of AI Art, What Can Originality Look Like?","Eileen Isagon Skyers"
"vi1Cun6mnVM","How Targeted Ads Might Just Save Your Life | Sandersan Onie | TED","How Targeted Ads Might Just Save Your Life","Sandersan Onie"
"QxB3b7fxMEA","A Case for Color Blindness | Coleman Hughes | TED","A Case for Color Blindness","Coleman Hughes"
"EumE_9qkXI8","The Beauty of Building With Mud and Trash | Vinu Daniel | TED","The Beauty of Building With Mud and Trash","Vinu Daniel"
"xgZC6da4mco","What the Fossil Fuel Industry Doesn't Want You To Know | Al Gore | TED","What the Fossil Fuel Industry Doesn't Want You To Know","Al Gore"
"cEG0Tp-iLuo","The Magic of a Creative Career | Michael Sheen | TED","The Magic of a Creative Career","Michael Sheen"
"kioUmpJQbKM","Climate Action Is on the Cusp of Exponential Growth | Simon Stiell | TED","Climate Action Is on the Cusp of Exponential Growth","Simon Stiell"
"RkoaaVo_RgU","Why I Built My Own Time Machine | Lucas Rizzotto | TED","Why I Built My Own Time Machine","Lucas Rizzotto"
"gyCxZaBboDU","The Power of an Image — and the Mind behind It | Misan Harriman | TED","The Power of an Image — and the Mind behind It","Misan Harriman"
"8BkSaau8axA","Blindness Isn't a Tragic Binary — It's a Rich Spectrum | Andrew Leland | TED","Blindness Isn't a Tragic Binary — It's a Rich Spectrum","Andrew Leland"
"jxy4j0OndPM","Can Global Food Companies Make the Shift to Regenerative Agriculture? | Steve Presley | TED","Can Global Food Companies Make the Shift to Regenerative Agriculture?","Steve Presley"
"vvIP7vabO4c","How to Make Sure Materials Get Reused — Again and Again | Garry Cooper | TED","How to Make Sure Materials Get Reused — Again and Again","Garry Cooper"
"Tt0arZN6EBM","Why Change Is So Scary — and How to Unlock Its Potential | Maya Shankar | TED","Why Change Is So Scary — and How to Unlock Its Potential","Maya Shankar"
"0VP-CjYHqJA","The Tree-Growing Movement Restoring Africa’s Vital Landscapes | Wanjira Mathai | TED","The Tree-Growing Movement Restoring Africa’s Vital Landscapes","Wanjira Mathai"
"M66jkJMH3DI","The Growing Megafire Crisis — and How to Contain It | George T. Whitesides | TED","The Growing Megafire Crisis — and How to Contain It","George T. Whitesides"
"qcmNFKr-Qyk","How to Be a Leader for Climate Justice | David Lammy and Justin J. Pearson | TED","How to Be a Leader for Climate Justice","David Lammy and Justin J. Pearson"
"8cF442d-EdQ","Is Remote Work Better Than Being in the Office? It's Complicated | Mark Mortensen | TED","Is Remote Work Better Than Being in the Office? It's Complicated","Mark Mortensen"
"FvchLmGiXfY","Could an Orca Give a TED Talk? | Karen Bakker | TED","Could an Orca Give a TED Talk?","Karen Bakker"
"PJkoLzVNAEY","Why Are We Making Pizza Boxes Out of Endangered Trees? | Nicole Rycroft | TED","Why Are We Making Pizza Boxes Out of Endangered Trees?","Nicole Rycroft"
"T8qVFOK_rK8","Detroit's Climate Crisis — and How to Build a Resilient Future Everywhere | Anika Goss | TED","Detroit's Climate Crisis — and How to Build a Resilient Future Everywhere","Anika Goss"
"jLkRvdPliaE","The Renewable Energy Revolution Happening in Ukraine | Maxim Timchenko | TED","The Renewable Energy Revolution Happening in Ukraine","Maxim Timchenko"
"Yd0yQ9yxSYY","Will Superintelligent AI End the World? | Eliezer Yudkowsky | TED","Will Superintelligent AI End the World?","Eliezer Yudkowsky"
"EpipswT-LuE","War, AI and the New Global Arms Race | Alexandr Wang | TED","War, AI and the New Global Arms Race","Alexandr Wang"
"4IJHuTMLa7E","School Is Just the Start. Here's How to Help Girls Succeed for Life | Angeline Murimirwa | TED","School Is Just the Start. Here's How to Help Girls Succeed for Life","Angeline Murimirwa"
"IkeuKPZxEhM","Why Thinking About Death Helps You Live a Better Life | Alua Arthur | TED","Why Thinking About Death Helps You Live a Better Life","Alua Arthur"
"zVL22EELNng","How Life on Earth Adapts to You and Me | Shane Campbell-Staton | TED","How Life on Earth Adapts to You and Me","Shane Campbell-Staton"
"U-BHz_UIOfs","How Your Company Can Gain a Global Talent Advantage | Johann Daniel Harnoss | TED","How Your Company Can Gain a Global Talent Advantage","Johann Daniel Harnoss"
"8eYoUNEkijk","How to Unleash Your Inner Maximalist Through Costume | Machine Dazzle | TED","How to Unleash Your Inner Maximalist Through Costume","Machine Dazzle"
"sbZWB2nAEAE","Why Iranians Are Cutting Their Hair for ""Woman, Life, Freedom"" | Sahar Zand | TED","Why Iranians Are Cutting Their Hair for ""Woman, Life, Freedom""","Sahar Zand"
"ZkWJem3LY5E","A Powerful New Neurotech Tool for Augmenting Your Mind | Conor Russomanno | TED","A Powerful New Neurotech Tool for Augmenting Your Mind","Conor Russomanno"
"WFP9IbXYM1k","How to Fund Real Change in Your Community | Rebecca Darwent | TED","How to Fund Real Change in Your Community","Rebecca Darwent"
"vBSP-wcXCB0","Kung Fu, Star Trek and the Many Paths to Spirituality | Rainn Wilson | TED","Kung Fu, Star Trek and the Many Paths to Spirituality","Rainn Wilson"
"zy2Zj8yIe6c","A 3-Step Guide to Believing in Yourself | Sheryl Lee Ralph | TED","A 3-Step Guide to Believing in Yourself","Sheryl Lee Ralph"
"x5mAqRx62rk","Why Are We So Bad at Reporting Good News? | Angus Hervey | TED","Why Are We So Bad at Reporting Good News?","Angus Hervey"
"pdh3KbiREHM","How to Weave a Cultural Legacy Through Storytelling | Cohen Bradley | TED","How to Weave a Cultural Legacy Through Storytelling","Cohen Bradley"
"fXsOlAYvgh0","How to Solve the Education Crisis for Boys and Men | Richard Reeves | TED","How to Solve the Education Crisis for Boys and Men","Richard Reeves"
"zeVGax3IIwM","Can We Recreate the Voice of a 3,000-Year-Old Mummy? | David M. Howard | TED","Can We Recreate the Voice of a 3,000-Year-Old Mummy?","David M. Howard"
"2FFS-RCaXNQ","""STILL C U"" / ""Figures"" | Jessie Reyez | TED","""STILL C U"" / ""Figures""","Jessie Reyez"
"uiUPD-z9DTg","The Next Global Superpower Isn't Who You Think | Ian Bremmer | TED","The Next Global Superpower Isn't Who You Think","Ian Bremmer"
"cMOD8LBxaT0","Why Is It So Hard to Get Effective Birth Control in the US? | Mark Edwards | TED","Why Is It So Hard to Get Effective Birth Control in the US?","Mark Edwards"
"KAiWdme6EEM","The Natural Building Blocks of Sustainable Architecture | Michael Green | TED","The Natural Building Blocks of Sustainable Architecture","Michael Green"
"YYRI164Y-_M","How to Design a School for the Future | Punya Mishra | TED","How to Design a School for the Future","Punya Mishra"
"VAQMsprq-Ps","The Outlaws of the Ocean — and How We're Reeling Them In | Tony Long | TED","The Outlaws of the Ocean — and How We're Reeling Them In","Tony Long"
"irXSdueKyOs","Nature, Art and Magical Blocks of Flying Concrete | Lonneke Gordijn | TED","Nature, Art and Magical Blocks of Flying Concrete","Lonneke Gordijn"
"RxrB7PDLJ18","How Wireless Energy From Space Could Power Everything | Ali Hajimiri | TED","How Wireless Energy From Space Could Power Everything","Ali Hajimiri"
"JSiRpwZbZ7Q","The Dinosaur Detectives of Real-Life Jurassic Parks | Martin Lockley | TED","The Dinosaur Detectives of Real-Life Jurassic Parks","Martin Lockley"
"n3WGhXKP8So","The Poetry of Everyday Language | Julián Delgado Lopera | TED","The Poetry of Everyday Language","Julián Delgado Lopera"
"V7pf3oT2_dE","5 Steps to Fix Any Problem at Work | Anne Morriss | TED","5 Steps to Fix Any Problem at Work","Anne Morriss"
"k5jEkTm5GIU","Your Right to Mental Privacy in the Age of Brain-Sensing Tech | Nita Farahany | TED","Your Right to Mental Privacy in the Age of Brain-Sensing Tech","Nita Farahany"
"N9qU9XiU9jY","Are Life-Saving Medicines Hiding in the World’s Coldest Places? | Normand Voyer | TED","Are Life-Saving Medicines Hiding in the World’s Coldest Places?","Normand Voyer"
"2cKZM8lT-qo","What Makes a ""Good College"" — and Why It Matters | Cecilia M. Orphan | TED","What Makes a ""Good College"" — and Why It Matters","Cecilia M. Orphan"
"ZPz_-wAulMU","A Foster Care System Where Every Child Has a Loving Home | Sixto Cancel | TED","A Foster Care System Where Every Child Has a Loving Home","Sixto Cancel"
"6483lpvZRJ4","Is Someone You Love Suffering in Silence? Here's What To Do | Gus Worland | TED","Is Someone You Love Suffering in Silence? Here's What To Do","Gus Worland"
"rAhyvSk9cF0","The Timeless, Ancient Language of Art | Wangechi Mutu | TED","The Timeless, Ancient Language of Art","Wangechi Mutu"
"SHSmo72oVao","The Incredible Creativity of Deepfakes — and the Worrying Future of AI | Tom Graham | TED","The Incredible Creativity of Deepfakes — and the Worrying Future of AI","Tom Graham"
"XbLDeWYBZw4","3 Ways Your Money Can Fight Climate Change | Veronica Chau | TED","3 Ways Your Money Can Fight Climate Change","Veronica Chau"
"5jnPjkdBlUE","Lessons from Losing My Mind | Andy Dunn | TED","Lessons from Losing My Mind","Andy Dunn"
"z_ca983qJcI","Does Working Hard Really Make You a Good Person? | Azim Shariff | TED","Does Working Hard Really Make You a Good Person?","Azim Shariff"
"gub38Cd4E0g","What the World Can Learn From China’s Innovation Playbook | Keyu Jin | TED","What the World Can Learn From China’s Innovation Playbook","Keyu Jin"
"JL5OFXeXenA","The Urgent Risks of Runaway AI — and What to Do about Them | Gary Marcus | TED","The Urgent Risks of Runaway AI — and What to Do about Them","Gary Marcus"
"P5Tq1MK0ad8","4 Ways to Have Healthy Conversations About Race | Afrika Afeni Mills | TED","4 Ways to Have Healthy Conversations About Race","Afrika Afeni Mills"
"StzBIF5ahKM","How ""Second Chance"" Laws Could Transform the US Justice System | Sheena Meade | TED","How ""Second Chance"" Laws Could Transform the US Justice System","Sheena Meade"
"gMsQO5u7-NQ","The Disappearing Computer — and a World Where You Can Take AI Everywhere | Imran Chaudhri | TED","The Disappearing Computer — and a World Where You Can Take AI Everywhere","Imran Chaudhri"
"uDO0POqZEU8","How Poetry Unlocked My Superpowers | Keenan Scott II | TED","How Poetry Unlocked My Superpowers","Keenan Scott II"
"Nnm1njnBvDA","""Woman, Life, Freedom"" in Iran — and What It Means for the Rest of the World | Golshifteh Farahani","""Woman, Life, Freedom"" in Iran — and What It Means for the Rest of the World","Golshifteh Farahani"
"gKI0ZA5lSNw","3 Money Lessons from Infamous Scam Artists | J Mase III | TED","3 Money Lessons from Infamous Scam Artists","J Mase III"
"nYZSPUi-lgE","The Story That Shapes Your Relationship with Nature | Damon Gameau | TED","The Story That Shapes Your Relationship with Nature","Damon Gameau"
"MyD0m7JXgjA","The Rise of the ""Trauma Essay"" in College Applications | Tina Yong | TED","The Rise of the ""Trauma Essay"" in College Applications","Tina Yong"
"hJP5GqnTrNo","How AI Could Save (Not Destroy) Education | Sal Khan | TED","How AI Could Save (Not Destroy) Education","Sal Khan"
"SvBR0OGT5VI","Why AI Is Incredibly Smart and Shockingly Stupid | Yejin Choi | TED","Why AI Is Incredibly Smart and Shockingly Stupid","Yejin Choi"
"uH9r3lJmyaM","How Modern Audiences Can Talk about Aging Art | Margaret Hall | TED","How Modern Audiences Can Talk about Aging Art","Margaret Hall"
"9HOPw9yM9pc","Pussy Riot's Powerful Message to Vladimir Putin | Nadya Tolokonnikova | TED","Pussy Riot's Powerful Message to Vladimir Putin","Nadya Tolokonnikova"
"9-W8DlzTPzw","Mangroves, Storm Walls and Other Ways to Protect Coasts from Climate Change | Dave Sivaprasad | TED","Mangroves, Storm Walls and Other Ways to Protect Coasts from Climate Change","Dave Sivaprasad"
"qrVHoobmZLw","Why Your Life Needs Novelty, No Matter Your Age | Kenneth Chabert | TED","Why Your Life Needs Novelty, No Matter Your Age","Kenneth Chabert"
"lO2A4g9tMJU","How to Feng Shui Your Fridge — and Other Happy Climate Hacks | Jiaying Zhao | TED","How to Feng Shui Your Fridge — and Other Happy Climate Hacks","Jiaying Zhao"
"7zC8-06198g","TikTok CEO Shou Chew on Its Future — and What Makes Its Algorithm Different | Live at TED2023","TikTok CEO Shou Chew on Its Future — and What Makes Its Algorithm Different","Live at TED2023"
"C_78DM8fG6E","The Inside Story of ChatGPT’s Astonishing Potential | Greg Brockman | TED","The Inside Story of ChatGPT’s Astonishing Potential","Greg Brockman"
"wl6DvCBUnfI","The Dazzling Diversity of African Dance — in 14 Moves | Chinyanta Kabaso | TED","The Dazzling Diversity of African Dance — in 14 Moves","Chinyanta Kabaso"
"wLszqfNPNBo","What to Do When There's a Polar Bear in Your Backyard | Alysa McCall | TED","What to Do When There's a Polar Bear in Your Backyard","Alysa McCall"
"RIpz9GiEAyc","Are You an Ethical True Crime Fan? 4 Questions To Ask | Lindsey A. Sherrill | TED","Are You an Ethical True Crime Fan? 4 Questions To Ask","Lindsey A. Sherrill"
"TjNZhdEvVvo","What Will the Dream Car of the Future Be Like? | Alex Koster | TED","What Will the Dream Car of the Future Be Like?","Alex Koster"
"EAU5D8hqIUI","A Faster Way to Get to a Clean Energy Future | Ramez Naam | TED","A Faster Way to Get to a Clean Energy Future","Ramez Naam"
"UI6kObHls-4","Why Autism Is Often Missed in Women and Girls | Kate Kahle | TED","Why Autism Is Often Missed in Women and Girls","Kate Kahle"
"OIcQOfN1qak","How to Get Inside the ""Brain"" of AI | Alona Fyshe | TED","How to Get Inside the ""Brain"" of AI","Alona Fyshe"
"8HgUHW8IoMc","Why All Dogs Are Good Dogs | Alexandra Horowitz | TED","Why All Dogs Are Good Dogs","Alexandra Horowitz"
"xEut3UavWfk","How to Keep Your Hometown from Becoming a Ghost Town | John Paget | TED","How to Keep Your Hometown from Becoming a Ghost Town","John Paget"
"FQQE3rB8Uc0","What Happens to Gas Stations When the World Goes Electric? | Emily Grubert | TED","What Happens to Gas Stations When the World Goes Electric?","Emily Grubert"
"xFHIAwdI72Y","3 Skills Every Middle School Boy Needs | Jerome Hunter | TED","3 Skills Every Middle School Boy Needs","Jerome Hunter"
"gdJwW-NhObU","The Surprising Psychology Behind Your Urge to Break the Rules | Paul Bloom | TED","The Surprising Psychology Behind Your Urge to Break the Rules","Paul Bloom"
"TOUqiVIuPo0","Who Owns the Internet of the Future? | Ordinary Things | TED","Who Owns the Internet of the Future?","Ordinary Things"
"UXElAVBiXXs","3 Elements of True Fun — and How to Have More of It | Catherine Price | TED","3 Elements of True Fun — and How to Have More of It","Catherine Price"
"A0DOlruXVaM","What Will Future Astronauts Eat? | Phnam Bagley | TED","What Will Future Astronauts Eat?","Phnam Bagley"
"g9VFlXF47f0","The Clean Energy Hub of the Future | Rebekah Shirley | TED","The Clean Energy Hub of the Future","Rebekah Shirley"
