"id","title","speech_title","speaker_name"
"nCmlX23tmHg","How to Use Venture Capital for Good | Freada Kapor Klein | TED",NA,NA
"SFpCQRZOxVE","A Snack’s Journey from the Farm to Your Mouth | Aruna Rangachar Pohl | TED",NA,NA
"PxE0TWcT-kA","Your Right to Repair AI Systems | Rumman Chowdhury | TED",NA,NA
"OAzp-7yY0FQ","The Difference Between False Empathy and True Support | Chezare A. Warren | TED",NA,NA
"0Mi0miIN6tA","How to Imagine a Better Future for Democracy | adrienne maree brown and Baratunde Thurston | TED",NA,NA
"04PmEJaYKd0","My Quest to Cure Prion Disease — Before It’s Too Late | Sonia Vallabh | TED",NA,NA
"QTau-xHsz80","Why the World Needs More Builders — and Less “Us vs. Them” | Daniel Lubetzky | TED",NA,NA
"AW3klebbNYY","Courage, the Most Important Virtue | Bari Weiss | TED",NA,NA
"HrCbXNRP7eg","The Problem With Being “Too Nice” at Work | Tessa West | TED",NA,NA
"b0Z9IpTVfUg","Are We Celebrating the Wrong Leaders? | Martin Gutmann | TED",NA,NA
"58rMMTJUp_U","The Science of Lifespan — and the Impact of Your Five Senses | Christi Gendron | TED",NA,NA
"nv9WwHpOKEg","With AI, Anyone Can Be a Coder Now | Thomas Dohmke | TED",NA,NA
"DWZh9l8xUtY","The Good News You Might Have Missed | Angus Hervey | TED",NA,NA
"zUKB7PcAB0I","How to Fight for Democracy in the Shadow of Autocracy | Fatma Karume | TED",NA,NA
"kSnvSXDN3Dk","The Luminous Mystery of Fireflies | Wan Faridah Akmal Jusoh | TED",NA,NA
"v4Y0FzwVMR8","How Fantasy Worlds Can Spark Real Change | Annalee Newitz | TED",NA,NA
"D1m1SQIdMkk","1 Simple Question That Could Improve Women’s Health | Meryam Sugulle | TED",NA,NA
"y8NtMZ7VGmU","With Spatial Intelligence, AI Will Understand the Real World | Fei-Fei Li | TED",NA,NA
"SjCrlJyFBiI","The US Has a Teacher Shortage — Here’s How To Fix It | Randy Seriguchi Jr. | TED",NA,NA
"bkCpQk_K_jg","An Activist Investor on Challenging the Status Quo | Bill Ackman | TED",NA,NA
"pOdIn86ZM1E","How Aerosols Brighten Clouds — and Cool the Planet | Sarah J. Doherty | TED",NA,NA
"wtCogf-htV0","The Workers Rebuilding Communities After Natural Disasters | Saket Soni | TED",NA,NA
"a_yYWpiC3t0","How Far Away Is a Ceasefire? An Update on Gaza and the Rafah Invasion | Ian Bremmer",NA,NA
"L61Kbo3y218","Welcome to the World of Audio Computers | Jason Rugolo | TED",NA,NA
"1Ws3w_ZOmhI","Why US Politics Is Broken — and How To Fix It | Andrew Yang | TED",NA,NA
"SCWFVd_FiAU","A Climate Solution? The Wisdom Passed Down Through Generations | Louise Mabulo | TED",NA,NA
"p_9eJ3uSP00","Is Your Partner “The One?” Wrong Question | George Blair-West | TED",NA,NA
"qEJ4hkpQW8E","How the US Is Destroying Young People’s Future | Scott Galloway | TED",NA,NA
"LUn8IjZKBPg","How to Govern AI — Even If It’s Hard to Predict | Helen Toner | TED",NA,NA
"T4Rvj_bBxiA","My Epic Journey Becoming the Fastest Person to Paddle around Australia | Bonnie Hancock | TED",NA,NA
"9_O7qXqrMfE","An Updated Action Plan for Solving the Climate Crisis | Ryan Panchadsaram and Anjali Grover | TED",NA,NA
"0_M_syPuFos","How AI Is Unlocking the Secrets of Nature and the Universe | Demis Hassabis | TED",NA,NA
"gHvXr6NuqYQ","How to Live With Fire | Oral McGuire | TED",NA,NA
"UXlPKKg4Md0","What TED Will Look Like in 40 Years — According to Sora, OpenAI’s Unreleased Text-to-Video Model",NA,NA
"wpysFja4zyQ","The Secret Ingredient of Business Success | Pete Stavros | TED",NA,NA
"Oo2upU6ny-I","The Art of Persuasive Storytelling | Kelly D. Parker | TED",NA,NA
"hwSNbMW6XGY","The Weird and Wonderful Art of Niceaunties | TED",NA,NA
"sgFq4ty8wSI","How to Be an Active Citizen and Spark Change | Gabriel Marmentini | TED",NA,NA
"KKNCiRWd_j0","What Is an AI Anyway? | Mustafa Suleyman | TED",NA,NA
"8efxcrjdffg","Can Cannabis Help You Sleep? Here’s the Science | Jen Walsh | TED",NA,NA
"QOCZYRXL0AQ","How AI Will Step Off the Screen and into the Real World | Daniela Rus | TED",NA,NA
"54AYOd5S7uo","What You Can Do to Stop Economic Crime | Hanjo Seibert | TED",NA,NA
"0juLRi90kRg","A Palestinian and an Israeli, Face to Face | Aziz Abu Sarah and Maoz Inon | TED",NA,NA
"hn5gytOCVgE","Why You Should Disappoint Your Parents | Desiree Akhavan | TED",NA,NA
"b_boPcOY-FA","A Futuristic Vision for Latin America, Rooted in Ancient Design | Catalina Lotero | TED",NA,NA
"4o-S4VIg8Ys","Music, Movement and Poetry | Tunde Olaniran | TED",NA,NA
"Xj_VDOZjds8","Can AI Catch Criminals at Sea? | Dyhia Belhabib | TED",NA,NA
"Gdi7uN-DQYo","A New National Park to Reclaim Indigenous Land | Tracie Revis | TED",NA,NA
"_uUskajC1Ps","Ideas Change Everything — and What’s Next for TED | Chris Anderson and Monique Ruff-Bell | TED",NA,NA
"Im_ghczQEPw","Want to Succeed in Business? Find a Problem to Solve | Anthony Tan and Amane Dannouni | TED",NA,NA
"9TFi9Zo4FJc","Your Invitation to Help Build a Sustainable Future | Jim Snabe | TED",NA,NA
"fa7uN2vo6rc","How to Spot a Cult | Sarah Edmondson | TED",NA,NA
"alYBnyxMuPk","What Happens to Sex in Midlife? A Look at the “Bedroom Gap” | Maria Sophocles | TED",NA,NA
